  -0.22222,    0.44444
   0.22222,    0.44444
   0.22222,    0.44444
   0.22222,    0.44444
   0.22222,    0.88889
   0.22222,    0.88889
   0.66667,    0.88889
   0.66667,    0.88889
   0.66667,    0.88889
   0.66667,    0.88889
   0.66667,    0.88889
   1.55556,    0.88889
   1.55556,    0.88889
   1.55556,    0.88889
   0.66667,    1.33333
   0.66667,    1.33333
   0.66667,    1.33333
   1.11111,    1.33333
   1.11111,    1.33333
   1.11111,    1.33333
   1.11111,    1.33333
   1.55556,    1.33333
   1.55556,    1.33333
   1.55556,    1.33333
   1.55556,    1.33333
   2.00000,    1.33333
   1.11111,    1.77778
   1.55556,    1.77778
   2.00000,    1.77778
